,Unnamed: 0,Unnamed: 0.1,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,Unnamed: 11,Unnamed: 12,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p),개인 순매수비율,기관 순매수비율,외국인 순매수비율
122,126,126,2020-05-12,"47,900",-500,23433590,7226425,10500588,-3274163,6295160,8276175,-1981015,5255178,,,9912005,4656827,42.29827781402678,16.964109667093922,19.872443786888823,-0.4498758846461115,22.42583402713797,-13.972093051043394,-8.453740976094572
123,125,125,2020-05-13,"48,550",650,20223277,6934988,7434183,-499195,8164890,8679255,-514365,1013560,,,5123399,4109839,25.33416814693286,-2.202608811328865,20.322319671534935,5.708889652412356,5.011848475397929,-2.4684179522438425,-2.5434305231540857
124,124,124,2020-05-14,"48,000",-550,19305974,8586280,9861037,-1274757,5403451,6623672,-1220221,2494978,,,5316243,2821265,27.53677695826173,2.3454847832347347,14.613430019122578,-9.129981034200053,12.923346939139151,-6.602914724737536,-6.320432214401615
125,123,123,2020-05-15,"47,850",-150,18463118,8734136,6896282,1837854,5077884,7183062,-2105178,267324,,,4651098,4383774,25.191292175026987,-4.466913249536192,23.74341105332263,-20.02267778349448,1.447881121704362,9.954190836022386,-11.40207195772675
126,122,122,2020-05-18,"48,800",950,20481981,8964510,7188363,1776147,5442883,4329456,1113427,-2889574,,,6074588,8964162,29.658205424563175,-1.4547841522039384,43.766088836817104,-15.078449500007071,-14.107883412253926,8.671753967548353,5.436129444705569
127,121,121,2020-05-19,"50,300","1,500",25168295,11201399,5980185,5221214,6136287,4377943,1758344,-6979558,,,7830609,14810167,31.11298957676712,5.620147073102434,58.84453833682417,32.992023662461406,-27.73154876005705,20.74520343948607,6.9863453205709805
128,120,120,2020-05-20,"50,000",-300,14896899,5817531,5952563,-135032,5281725,5093113,188612,-53580,,,3797643,3851223,25.49284250366469,-3.968182539303978,25.85251467436277,-0.597707028829884,-0.35967217069807617,-0.9064436833464468,1.266115854044523
129,119,119,2020-05-21,"49,950",-50,14949266,5774835,8129197,-2354362,4770224,2865955,1904269,450093,,,4404207,3954114,29.461025042968664,-28.285057374193286,26.45022170319265,1.0118082509151909,3.0108033397760128,-15.74901403185949,12.738210692083475
130,118,118,2020-05-22,"48,750","-1,200",19706284,6115808,8982988,-2867180,2210869,5710330,-3499461,6366641,,,11379607,5012966,57.74608241716196,20.132651508493453,25.43841345227746,1.7881444068452552,32.3076689648845,-14.549572106034805,-17.758096858849694
131,117,117,2020-05-25,"48,850",100,14337913,7080068,6856281,223787,1864864,4090677,-2225813,2002026,,,5392981,3390955,37.613430908668505,8.312502598684496,23.650269045432204,-11.042842634033455,13.963161863236301,1.5608059555110985,-15.523967818747401
132,116,116,2020-05-26,"49,250",400,15127490,7483678,5821982,1661696,3211317,4057311,-845994,-815702,,,4432495,5248197,29.300928309984013,-1.2228940293396775,34.69311167946566,-11.947806010345394,-5.3921833694816526,10.984611459006087,-5.592428089524435
133,115,115,2020-05-27,"49,900",650,19548479,7943324,7819126,124198,5638212,2611763,3026449,-3150647,,,5966943,9117590,30.523822339323694,1.2560369471283046,46.64091768981106,0.8296164024435058,-16.117095350487368,0.6353333167250506,15.48176203376232
134,114,114,2020-05-28,"50,400",500,31309318,13880170,11109010,2771160,8265604,5857102,2408502,-5179662,,,9163544,14343206,29.267785392195385,16.28408403464373,45.811301287367534,26.0364101317798,-16.543515895172167,8.850911412378894,7.69260448279327
135,113,113,2020-05-29,"50,700",300,27596961,8598574,10491385,-1892811,15415280,11648307,3766973,-1874162,,,3583107,5457269,12.983701357551654,-15.322901975482154,19.77489115558775,-20.570144944382374,-6.791189798036095,-6.858766079351997,13.649955877388091
136,112,112,2020-06-01,"51,200",500,16949183,8267920,6170209,2097711,3883525,3940820,-57295,-2040416,,,4797738,6838154,28.30660333303381,-2.994926509926572,40.34503609997013,4.9831418518711255,-12.038432766936314,12.376472659478633,-0.3380398925423131
137,111,111,2020-06-02,"51,400",200,14247933,7258948,6357564,901384,2529164,2852030,-322866,-578518,,,4459821,5038339,31.301529842960377,-3.0322877316481858,35.361894248099006,-25.04172618052984,-4.0603644051386265,6.326419418171043,-2.2660550130324166
138,110,110,2020-06-03,"54,500","3,100",49257814,22439769,12877071,9562698,9905957,6627240,3278717,-12841415,,,16912088,29753503,34.33381757460857,0.8314851474337956,60.403620428628855,18.814139844007148,-26.06980285402028,19.413565530942968,6.656237323077309
139,109,109,2020-06-04,"54,600",100,40220334,17549603,15940604,1608999,9195981,7552302,1643679,-3252678,,,13474750,16727428,33.50233242717477,6.191567729069643,41.5894805846217,2.785440121246218,-8.087148157446927,4.0004615575793085,4.086686599867619
140,108,108,2020-06-05,"55,500",900,22743629,12687208,9938655,2748553,3844962,3979527,-134565,-2613988,,,6211459,8825447,27.31076469810513,-10.819047454944425,38.80404046337548,11.510779091651356,-11.493275765270353,12.084935961626881,-0.5916601963565269
141,107,107,2020-06-08,"54,900",-600,25634965,11523849,12668890,-1145041,4336552,5969457,-1632905,2777946,,,9774564,6996618,38.12981215304956,-0.17074090305555245,27.293261371724125,-4.313311465094468,10.836550781325428,-4.4667156752505806,-6.369835106074849
142,106,106,2020-06-09,"55,500",600,23998831,10595919,13319422,-2723503,4211227,3094201,1117026,1606477,,,9191685,7585208,38.30055305610511,12.44883551320394,31.6065728368186,1.3396765030408204,6.693980219286513,-11.348481932307454,4.654501713020939
143,105,105,2020-06-10,"55,400",-100,16742493,8288528,7199036,1089492,4125743,4476024,-350281,-739211,,,4328222,5067433,25.851717542901174,-19.79670136126784,30.266896333777773,9.173550022424713,-4.415178790876603,6.50734630738684,-2.092167516510236
144,104,104,2020-06-11,"54,300","-1,100",33815123,13674291,20369695,-6695404,4704763,6312687,-1607924,8303328,,,15436069,7132741,45.648418904169006,-1.4006916410155907,21.09334631135306,-16.271099495124172,24.555072592815947,-19.800028525698398,-4.755044067117544
145,103,103,2020-06-12,"52,300","-2,000",26976019,9455821,11272827,-1817006,4828221,5623752,-795531,2612537,,,12691977,10079440,47.04911054518461,-3.0465957614500354,37.36444580647723,6.060623716255662,9.684664738707367,-6.735634342487674,-2.9490303962196944
146,102,102,2020-06-15,"49,900","-2,400",28772921,9309859,13176403,-3866544,5049064,6589494,-1540430,5406974,,,14413998,9007024,50.09570630663464,21.24830708500533,31.303822090221573,-2.033054224496979,18.791884216413067,-13.438135113219822,-5.353749103193242
147,101,101,2020-06-16,"52,100","2,200",21808375,11969652,8859331,3110321,3547574,5678813,-2131239,-979082,,,6291149,7270231,28.847399221629306,11.737954115144547,33.336876314718545,10.256553608960068,-4.4894770930892385,14.26204841030109,-9.772571317211849
148,100,100,2020-06-17,"52,200",100,26672595,12827521,12979182,-151661,9281541,7537292,1744249,-1592588,,,4563533,6156121,17.109445106484767,-3.3857007760651534,23.08032270575848,3.4414030235926454,-5.970877599273711,-0.5686023425917126,6.539479941865424
149,99,99,2020-06-18,"52,300",100,15982926,7720237,8129722,-409485,4986965,4714330,272635,136850,,,3275724,3138874,20.495145882549924,4.516451109974655,19.638919682165827,-4.434869342332206,0.8562262003840848,-2.5620152405135332,1.7057890401294482
150,98,98,2020-06-19,"52,900",600,18157985,7603628,8121314,-517686,7652948,5665356,1987592,-1469906,,,2901409,4371315,15.97869477257526,-13.894730653198303,24.073789024498037,4.225201748615607,-8.095094251922777,-2.851010175413186,10.946104427335964
151,97,97,2020-06-22,"52,000",-900,13801350,7409457,7405819,3638,2268957,3656158,-1387201,1383563,,,4122936,2739373,29.87342542577357,-3.61540625052773,19.84858727588243,-2.389752864131875,10.024838149891133,0.026359740170345654,-10.05119789006148
152,96,96,2020-06-23,"51,400",-600,18086152,9289508,10850224,-1560716,2739803,3213868,-474065,2034781,,,6056841,4022060,33.48883167630129,5.5906996060252965,22.238340140014305,-22.355741350544747,11.250491536286988,-8.629342493638227,-2.6211490426487623
153,95,95,2020-06-24,"52,900","1,500",24519552,11584112,10309536,1274576,6094943,3275747,2819196,-4093772,,,6840497,10934269,27.898132070276,-5.1865157469810015,44.594081490559034,23.412970278294143,-16.695949420283046,5.19820264252789,11.497746777755154
154,94,94,2020-06-25,"51,900","-1,000",18541624,8516119,12346277,-3830158,3891074,2268025,1623049,2207109,,,6134431,3927322,33.084647817257,10.117860704550656,21.181111212264906,-18.992637916370725,11.903536604992098,-20.657079444605287,8.753542839613186
155,93,93,2020-06-26,"53,300","1,400",21575360,11059519,9614557,1444962,5560674,3293172,2267502,-3712464,,,4955167,8667631,22.966787112706342,-4.572030764963722,40.17374912863563,20.631156694904824,-17.206962015929278,6.697278747608383,10.5096832683209
156,92,92,2020-06-29,"52,400",-900,17776925,9594661,10478909,-884248,3286709,3823944,-537235,1421483,,,4895555,3474072,27.53881787767007,10.007944658886386,19.542592433730803,-11.51411968261442,7.996225443939264,-4.974133602971269,-3.022091840967996
157,91,91,2020-06-30,"52,800",400,21157172,10311976,9071273,1240703,7136159,5515177,1620982,-2861685,,,3709037,6570722,17.530873218783682,-9.802258073100985,31.056712116345224,10.958685899282436,-13.525838897561545,5.86421947129796,7.661619426263585
158,90,90,2020-07-01,"52,600",-200,16706143,8449077,8021941,427136,3690754,5326597,-1635843,1208707,,,4566312,3357605,27.333131291884666,5.528147011431796,20.098026217062788,2.2297768315014683,7.2351050748218775,2.556760109140692,-9.791865183962571
159,89,89,2020-07-02,"52,900",300,14142583,6957082,7427264,-470182,4101713,4188287,-86574,556756,,,3083788,2527032,21.80498428045287,-0.98223038242865,17.86824938556132,-26.875610489060435,3.936734894891549,-3.324583635111068,-0.61215125978048
160,88,88,2020-07-03,"53,600",700,11887868,6409811,5418146,991665,2769143,1150631,1618512,-2610177,,,2708914,5319091,22.787214662881517,-6.5326550853631815,44.743859874621755,-13.34049313948342,-21.956645211740238,8.341823782027191,13.614821429713047
161,87,87,2020-07-06,"55,000","1,400",19856623,10962106,6599152,4362954,3072581,1723880,1348701,-5711655,,,5821936,11533591,29.319869748244706,-16.08293412400094,58.084353014105176,27.92017113028919,-28.764483265860466,21.9722860226535,6.792197243206965
162,86,86,2020-07-07,"53,400","-1,600",30760032,11690461,15754835,-4064374,5103654,5726685,-623031,4687405,,,13965917,9278512,45.402803872245634,17.045820997593193,30.16418188381599,10.522334166398972,15.23862198842966,-13.21316570802007,-2.0254562804095912
163,85,85,2020-07-08,"53,000",-400,19664652,8894979,10392756,-1497777,5193371,5409395,-216024,1713801,,,5576302,3862501,28.35698287465245,1.075822383648422,19.64184771741702,-3.1069246259339915,8.71513515723543,-7.616595503444454,-1.0985396537909748
164,84,84,2020-07-09,"52,800",-200,17054850,7672370,9955619,-2283249,4729719,3219462,1510257,772992,,,4652761,3879769,27.281160491004034,-11.433563062753368,22.74877234335101,-1.4409720383531806,4.5323881476530135,-13.387681509951715,8.855293362298701
165,83,83,2020-07-10,"52,700",-100,13714746,4794904,8391496,-3596592,3610216,2005688,1604528,1992064,,,5309626,3317562,38.7147235537574,17.16230948952897,24.18974438170419,-15.212967406709518,14.524979172053206,-26.22426984794323,11.699290675890026
166,82,82,2020-07-13,"53,400",700,12240188,5554184,4451949,1102235,4047948,2965273,1082675,-2184910,,,2638056,4822966,21.552414064228426,2.4103063327925867,39.40271178841371,15.468461608098853,-17.850297724185282,9.005049595643465,8.845248128541819
167,81,81,2020-07-14,"53,800",400,14269484,6236669,7848374,-1611705,5301335,3005816,2295519,-683814,,,2731480,3415294,19.14210773143584,2.19668448252569,23.93425018031486,-24.56351190887311,-4.792142448879019,-11.294767210923677,16.086909659802693
168,80,80,2020-07-15,"54,700",900,24051450,9083044,6919714,2163330,10892786,5467321,5425465,-7588795,,,4075620,11664415,16.94542324891015,-8.577477912753388,48.497762089187965,29.831183071101986,-31.55233884027782,8.994592841595829,22.557745998681987
169,79,79,2020-07-16,"53,800",-900,16779127,7189935,7148904,41031,5306672,6498134,-1191462,1150431,,,4282520,3132089,25.522901161663537,6.606656255424799,18.666579018085987,-18.992389616963294,6.856322143577553,0.2445359642369952,-7.100858107814548
170,78,78,2020-07-17,"54,400",600,10096174,4248884,3887454,361430,3937473,2406605,1530868,-1892298,,,1909817,3802115,18.916244906238735,-5.781766900532213,37.658968635049284,13.351819381133275,-18.74272372881054,3.579870949133801,15.162852779676735
171,77,77,2020-07-20,"54,200",-200,10507530,4463568,5641250,-1177682,3448811,2312199,1136612,41070,,,2595151,2554081,24.698011806770953,6.330813657977092,24.307149253916002,-33.486323648584154,0.3908625528549526,-11.207981323869646,10.817118771014693
172,76,76,2020-07-21,"55,300","1,100",18297260,7307011,5774394,1532617,7629555,1948244,5681311,-7213928,,,3360694,10574622,18.36719814879386,-13.761980635591804,57.793472902500156,35.78265835973174,-39.426274753706295,8.376210427134993,31.050064326571302
173,75,75,2020-07-22,"54,700",-600,12885057,5022943,5934137,-911194,3722251,4114814,-392563,1303757,,,4139863,2836106,32.129178784385665,-9.340467835162293,22.010814542768426,5.265970962789176,10.118364241617249,-7.071711052578193,-3.046653189039055
174,74,74,2020-07-23,"54,100",-600,16214932,4985462,7734677,-2749215,4505195,5765090,-1259895,4009110,,,6724275,2715165,41.469646619547966,16.501314625516383,16.744843579979243,-11.3246564034216,24.72480303956871,-16.954835209916393,-7.769967829652322
175,73,73,2020-07-24,"54,200",100,10994535,4729772,5789967,-1060195,3519611,2118457,1401154,-340959,,,2745152,3086111,24.968331994031573,5.75572101793302,28.069499983400842,-31.549332564879627,-3.1011679893692636,-9.642927145168029,12.744095134537293
176,72,72,2020-07-27,"55,600","1,400",21054421,7941945,6377707,1564238,9067372,2124314,6943058,-8507296,,,4045104,12552400,19.21261097609856,-3.3292473648024945,59.618832548280466,3.8798977386978066,-40.40622157218192,7.429499011157799,32.976722561024125
177,71,71,2020-07-28,"58,600","3,000",48431566,16570592,16356101,214491,20943599,5080226,15863373,-16077864,,,10917375,26995239,22.54185834090105,-7.481720329825787,55.73893480958265,16.634740069561452,-33.1970764686816,0.4428743848588336,32.75420208382277
178,70,70,2020-07-29,"59,000",400,36476611,12869490,14322654,-1453164,12655537,7890072,4765465,-3312301,,,10951584,14263885,30.023578670726838,0.7142281656751841,39.10419474002122,6.9505199876676915,-9.080616069294376,-3.9838240454958935,13.064440114790271
179,69,69,2020-07-30,"59,000",0,19285354,8608310,9636325,-1028015,5024632,3448079,1576553,-548538,,,5652412,6200950,29.309350505051647,-9.819296471970306,32.153674752353524,8.949979053270273,-2.8443242473018646,-5.330547730676865,8.174871977978729
180,68,68,2020-07-31,"57,900","-1,100",21943345,8912779,11098657,-2185878,4444432,5753021,-1308589,3494467,,,8586134,5091667,39.12864697702197,-8.650849538398937,23.20369569908325,-2.3847506030471948,15.924951277938712,-9.961462119836334,-5.9634891581023775
181,67,67,2020-08-03,"56,800","-1,100",21158940,7834321,9426432,-1592111,3214984,6318264,-3103280,4695391,,,10109635,5414244,47.779496515420895,17.886069770385674,25.58844630213045,4.9794397956427545,22.191050213290453,-7.524531002025621,-14.666519211264836
182,66,66,2020-08-04,"57,300",500,19419694,9707257,10329448,-622191,3907225,5088040,-1180815,1803006,,,5805212,4002206,29.893426745035228,-16.974193270764363,20.60900650648769,-1.7226037242568315,9.284420238547527,-3.2039176312458886,-6.080502607301638
183,65,65,2020-08-05,"56,900",-400,17739706,6249162,9129786,-2880624,3176366,4648358,-1471992,4352616,,,8314178,3961562,46.86762001579959,16.27458594929203,22.331610230744523,-11.864607688586734,24.53600978505506,-16.238284896040554,-8.297724889014509
184,64,64,2020-08-06,"58,000","1,100",21625874,11635513,11487757,147756,3374350,2742886,631464,-779220,,,6616011,7395231,30.59303406650756,-1.1314314851003324,34.19621791933126,12.591673652798223,-3.6031838528237055,0.6832371260463277,2.9199467267773778
185,63,63,2020-08-07,"57,500",-500,18751717,8182263,11540534,-3358271,4620572,3159960,1460612,1897659,,,5948882,4051223,31.72446555160789,-2.223588972761039,21.60454426653304,-7.613375030501096,10.119921285074854,-17.90913866714179,7.789217382066933
186,62,62,2020-08-10,"57,800",300,17774291,8519154,9147785,-628631,3221111,3433228,-212117,840748,,,6034026,5193278,33.94805452436893,3.7217232285140183,29.21791929703413,-9.906713068777993,4.730135227334807,-3.536743040833528,-1.1933921865012789
187,61,61,2020-08-11,"58,200",400,24907912,12976398,12057921,918477,4402766,3104862,1297904,-2216381,,,7528748,9745129,30.226331295854912,1.1420888300423329,39.12463236581212,9.122312986406552,-8.898301069957208,3.687490946651811,5.210810123305398
188,60,60,2020-08-12,"59,000",800,18573934,9597930,9650420,-52490,3573916,3350903,223013,-170523,,,5402088,5572611,29.08424246581257,-0.2129925050739878,30.00231937940557,5.653430814451967,-0.9180769135929956,-0.28260033657920824,1.2006772501722036
189,59,59,2020-08-13,"58,700",-300,22089460,12226356,12000424,225932,3391503,4710498,-1318995,1093063,,,6471601,5378538,29.297234970886564,-5.350219929235613,24.348888564953604,-6.442269324625045,4.9483464059329645,1.0228045411703135,-5.971150947103278
190,58,58,2020-08-14,"58,000",-700,15672548,7882446,7242288,640158,2359963,3604501,-1244538,604380,,,5430139,4825759,34.64745490012218,9.74666631003196,30.79115788957865,-13.293894855965474,3.856297010543532,4.084581524331589,-7.940878534875121
191,57,57,2020-08-18,"58,400",400,25307825,12186973,8582567,3604406,6819004,5568290,1250714,-4855120,,,6301848,11156968,24.90078859009022,-7.892431827778625,44.08505274554412,19.28494827272167,-19.184264155453896,14.242259064143205,4.942005091310691
192,56,56,2020-08-19,"57,800",-600,16930719,8422351,9220692,-798341,2956240,3511191,-554951,1353292,,,5552128,4198836,32.793220417868845,-16.371913993080348,24.80010447282245,-5.7480958201477215,7.993115945046397,-4.715340204984797,-3.277775740061601
193,55,55,2020-08-20,"55,400","-2,400",30386029,13010476,18274923,-5264447,2436221,2828721,-392500,5656947,,,14939332,9282385,49.16513441094919,17.7846234653032,30.548200292970172,1.1746481022139008,18.616934117979017,-17.325222061757394,-1.291712056221627
194,54,54,2020-08-21,"55,900",500,21142288,10371369,11939098,-1567729,4136361,2992949,1143412,424317,,,6634558,6210241,31.380510945645995,1.0296968858251745,29.373552190756268,5.763127410988925,2.0069587548897263,-7.415134066852177,5.4081753119624505
195,53,53,2020-08-24,"56,100",200,15055896,8068103,9261564,-1193461,2418206,2239571,178635,1014826,,,4569587,3554761,30.35081405982082,0.32709725790550337,23.610424779767342,-0.12273748544933485,6.740389280053475,-7.926867985804365,1.18647870575089
196,52,52,2020-08-25,"56,400",300,14021705,7467436,8646072,-1178636,2344432,2047839,296593,882043,,,4209837,3327794,30.02371680191532,0.18078987741620972,23.73316226521668,5.754796233323692,6.29055453669864,-8.405796584652151,2.115242047953512
197,51,51,2020-08-26,"56,400",0,17651593,7824319,11055547,-3231228,4559522,3422578,1136944,2094284,,,5267752,3173468,29.84292692449911,-11.225822948930874,17.978366031892985,-5.904100920365046,11.864560892606125,-18.305588623077814,6.441027730471692
198,50,50,2020-08-27,"55,600",-800,16196568,6363117,9211509,-2848392,3181723,3116919,64804,2783588,,,6651728,3868140,41.06874987342997,0.7620936254477755,23.882466952258028,-0.8111011516836691,17.18628292117194,-17.586392376459013,0.4001094552870707
199,49,49,2020-08-28,"55,400",-200,14619888,7529973,7101937,428036,1197127,3907779,-2710652,2282616,,,5892788,3610172,40.30665624798221,-6.452183074535277,24.693568103941693,9.806413244458778,15.613088144040502,2.927765246902028,-18.54085339094253
200,48,48,2020-08-31,"54,000","-1,400",32671367,11677827,12187693,-509866,5716788,15619837,-9903049,10412915,,,15276752,4863837,46.75883932251748,15.360191057364721,14.887154859482925,-4.1149252291722265,31.87168446303456,-1.5605897359605432,-30.311094727074014
201,47,47,2020-09-01,"54,200",200,19363117,8325888,9278228,-952340,4957472,6405494,-1448022,2400362,,,6079757,3679395,31.398648265152758,-0.7697659458218276,19.00208008865515,-6.322426884516009,12.396568176497615,-4.918319710612708,-7.47824846588491
202,46,46,2020-09-02,"54,400",200,16905723,7518797,7459268,59529,3948623,5165164,-1216541,1157012,,,5438303,4281291,32.16841421097459,7.393184969532302,25.324506973171157,-14.548499538737278,6.8439072378034345,0.3521233608287561,-7.196030598632191
203,45,45,2020-09-03,"56,400","2,000",28384920,11438303,11173267,265036,9914188,5893732,4020456,-4285492,,,7032429,11317921,24.77522924144229,-17.08224117437255,39.873006511908436,18.05962639801135,-15.097777270466151,0.9337211448896104,14.164056125576536
204,44,44,2020-09-04,"55,600",-800,22139109,7897948,10406928,-2508980,4974290,6902893,-1928603,4437583,,,9266871,4829288,41.85747041581485,-1.565060393544954,21.813380113897086,-16.38283007261808,20.044090301917752,-11.332795732655725,-8.711294569262025
205,43,43,2020-09-07,"56,500",900,18685880,7276449,8174334,-897885,3295549,3374248,-78699,976584,,,8113882,7137298,43.42253080935979,12.383737147929573,38.196210186515174,-16.508782465190933,5.2263206228446295,-4.805152339627568,-0.4211682832170602
206,42,42,2020-09-08,"58,700","2,200",31517520,13837893,10949638,2888255,7896969,3326225,4570744,-7458999,,,9782658,17241657,31.038793661430216,0.5230233503655377,54.704992651706114,15.6721356431741,-23.666198990275888,9.163966581126939,14.502232409148945
207,41,41,2020-09-09,"58,400",-300,30597399,12809298,12488363,320935,8451069,6165997,2285072,-2606007,,,9337032,11943039,30.51577031106468,7.1779612002826525,39.032857008532,2.252426458993213,-8.517086697467326,1.048896345731871,7.468190351735452
208,40,40,2020-09-10,"59,200",800,29923293,12039173,13494751,-1455578,10900679,5422626,5478053,-4022475,,,6983441,11005916,23.337809110782022,-18.6635634224946,36.78043054953879,5.513330853950984,-13.442621438756756,-4.864364359898492,18.306985798655244
209,39,39,2020-09-11,"59,000",-200,16017098,6147564,7229185,-1081621,3142133,3779831,-637698,1719319,,,6727401,5008082,42.001372533276616,3.145624686760975,31.267099695587802,-20.134385009119576,10.734272837688824,-6.752914916297573,-3.9813579213912527
210,38,38,2020-09-14,"60,400","1,400",20648281,9431478,7939575,1491903,3193759,2095183,1098576,-2590479,,,8023044,10613523,38.85574784651565,4.6196661608931375,51.401484704707386,4.347741293103411,-12.54573685819173,7.2253133323786125,5.320423525813117
211,37,37,2020-09-15,"61,000",600,17877075,5483976,7350982,-1867006,6272689,2114260,4158429,-2291423,,,6120410,8411833,34.23608168562251,6.337724011237638,47.05374341160397,10.829483307824027,-12.817661725981463,-10.443576479933098,23.26123820591456
212,36,36,2020-09-16,"61,000",0,17041444,6109998,7813547,-1703549,6177163,3054760,3122403,-1418854,,,4754283,6173137,27.898357674384872,-17.299993822622735,36.22426010377993,7.857325207683992,-8.325902429395068,-9.996506164618443,18.322408594013513
213,35,35,2020-09-17,"59,500","-1,500",25108356,8553983,10705017,-2151034,5205810,7280868,-2075058,4226092,,,11348563,7122471,45.19835149700761,18.649397856493344,28.366934896095948,10.872949991699658,16.831416600911666,-8.56700454621561,-8.264412054696054
214,34,34,2020-09-18,"59,300",-200,18884571,8330120,8140234,189886,5540795,7440673,-1899878,1709992,,,5013656,3303664,26.548953640514263,-5.048257183753307,17.493984904396292,-12.049672070818415,9.054968736117967,1.0055086768981938,-10.06047741301616
215,33,33,2020-09-21,"59,200",-100,15140387,7691994,7067776,624218,2664453,3599587,-935134,310916,,,4783940,4473024,31.59721082426757,-11.308000559047985,29.543656975214706,6.0857711112931545,2.0535538490528675,4.122866872557485,-6.176420721610353
216,32,32,2020-09-22,"58,200","-1,000",20830381,8504108,12529285,-4025177,3388954,3414729,-25775,4050952,,,8937319,4886367,42.905211383315546,11.681946844470467,23.45788586392155,1.7714073804267656,19.447325519394003,-19.32358798430043,-0.1237375350935732
217,31,31,2020-09-23,"58,600",400,20111398,10711496,12496178,-1784682,3120467,3253766,-133299,1917981,,,6279435,4361454,31.22326453884509,-2.389097551382548,21.68647848349479,-2.445417289796296,9.536786055350305,-8.873982803184543,-0.6628032521657621
218,30,30,2020-09-24,"57,800",-800,17564020,8213923,8516139,-302216,3446415,4809350,-1362935,1665151,,,5903682,4238531,33.612362090227634,-3.529496710055433,24.131895773291077,-3.3556283459877143,9.480466316936557,-1.7206539277454709,-7.759812389191085
219,29,29,2020-09-25,"57,900",100,11444683,4331440,4489045,-157605,2862475,3809778,-947303,1104908,,,4250768,3145860,37.14185880028307,8.297266091183397,27.487524119278802,1.7546684532294314,9.654334681004269,-1.3771023627303614,-8.27723231827391
220,28,28,2020-09-28,"58,200",300,12614080,5725234,4658138,1067096,3250366,4709979,-1459613,392517,,,3638480,3245963,28.844592709099675,4.335910414584532,25.73285566604936,9.275335546319466,3.1117370430503057,8.459562647454273,-11.57129969050458
221,27,27,2020-09-29,"58,200",0,15503563,6270202,5968135,302067,5433642,6983926,-1550284,1248217,,,3799719,2551502,24.508682294515143,4.804563967947825,16.457520119729896,-6.1539523582438935,8.051162174785242,1.9483714808008967,-9.999533655586136
222,26,26,2020-10-05,"58,700",500,20228289,9093181,7502291,1590890,7149302,8152084,-1002782,-588108,,,3985806,4573914,19.704118326567315,-2.7319991986296834,22.61147247797379,-2.176436336747848,-2.9073541514064782,7.864679014621553,-4.957324863215074
223,25,25,2020-10-06,"59,000",300,14463826,7646332,8077745,-431413,3572373,2800801,771572,-340159,,,3245121,3585280,22.436117525197,4.934655054673499,24.787908814721646,-13.873352329424861,-2.3517912895246393,-2.9827031934703863,5.334494482995026
224,24,24,2020-10-07,"59,900",900,14861838,8541375,6536197,2005178,3719424,2579867,1139557,-3144735,,,2601039,5745774,17.5014624705235,-8.262159247054807,38.6612611441465,7.293526945374676,-21.159798673623012,13.49212661314166,7.667672060481348
225,23,23,2020-10-08,"59,700",-200,24589924,9921649,13257993,-3336344,8333020,3618629,4714391,-1378047,,,6335255,7713302,25.76362171757831,9.653376085840543,31.367734198771824,-9.197700717981023,-5.604112481193516,-13.567931320161867,19.172043801355386
226,22,22,2020-10-12,"60,400",700,16145837,6819275,6060359,758916,6725428,3535849,3189579,-3948495,,,2601134,6549629,16.110245631737765,-6.78097147440896,40.56543491675286,3.2876836963559057,-24.455189285015077,4.7003819003003695,19.75480738471471
227,21,21,2020-10-13,"60,900",500,19247631,9478852,8857169,621683,5362762,3215378,2147384,-2769067,,,4406017,7175084,22.89121710614673,7.095799321684067,37.277751220396944,10.930248100431378,-14.386534114250214,3.2299195677639503,11.156614546486267
228,20,20,2020-10-14,"60,900",0,16086716,6563331,6766020,-202689,6982421,5082248,1900173,-1697484,,,2540964,4238448,15.795417784462659,-11.409188463079053,26.347503119965573,5.0605938252458325,-10.552085335502909,-1.2599774870147518,11.81206282251766
229,19,19,2020-10-15,"60,000",-900,17756232,8351348,8589349,-238001,4574371,5387130,-812759,1050760,,,4830513,3779753,27.204606247541708,2.1307971393944642,21.286909294719734,-1.1341031498637797,5.917696952821973,-1.3403800986605716,-4.577316854161402
230,18,18,2020-10-16,"59,500",-500,16554190,8305276,8177542,127734,4098148,4665031,-566883,439149,,,4150766,3711617,25.073809108147245,11.528703534635424,22.42101244458352,0.3771139534969947,2.652796663563726,0.7716112959921325,-3.4244079595558587
231,17,17,2020-10-19,"60,000",500,14474985,9625220,8725632,899588,2889113,2558502,330611,-1230199,,,1960652,3190851,13.54510557351182,0.1287826343178846,22.04389849108652,-24.97224520877245,-8.498792917574699,6.214776733792816,2.2840161837818833
232,16,16,2020-10-20,"60,900",900,19326115,9016172,7345042,1671130,7717089,2894679,4822410,-6493540,,,2592854,9086394,13.416322939193936,-4.8345217959383495,47.01614369985897,22.369217544875003,-33.59982076066504,8.647004325494287,24.952816435170757
233,15,15,2020-10-21,"60,900",0,15703443,8448717,8910433,-461716,4388715,2922594,1466121,-1004405,,,2866011,3870416,18.25084473513229,-13.891190140108154,24.64692615498398,10.597096487558373,-6.396081419851685,-2.94022145334625,9.336302873197935
